,title,singer,id,Genre,Lyric
9311,Am,Huu Truong & MPKH,,"Việt Nam, V-Pop","Mà chẳng có chi hơn lời hỏi thăm 
 Rằng giờ này đã ăn sáng chưa? 
 Ở bên đấy nắng hay mưa? 
 Anh và tôi thật ra... 
 Mải mê nhìn lén nhau 
 Và không một ai nói nên câu 
 Rằng người ơi tôi đang nhớ anh 
 Và anh có nhớ tôi không? 
 Tôi...từ lâu đã thích anh rồi 
 Chỉ mong hai ta thành đôi 
 Anh nhà ở đâu thế? 
 Cứ tới lui trong tim tôi 
 Chẳng nhớ đường về à 
 Cứ khiến cho tôi ngày đêm 
 Phải khóc rồi cười vì nhớ một người 
 Khiến trái tim tôi lâu nay 
 Tương tư về anh đấy 
 Chỉ muốn anh có thể 
 Nghe được hết tâm tư này 
 Nhưng lại sợ anh từ chối 
 Muốn nói rồi lại thôi 
 Nên anh và tôi vẫn thế 
 Hey anh nhà ở đâu thế? 
 Sau đêm đầu tiên anh xin lật bài 
 Thì liệu đó có quá là điên 
 Khi anh đã soi em là của anh 
 Như một nhà tiên tri 
 Hey cho anh hỏi em có bao giờ 
 Yêu một người từ cái nhìn đầu tiên? 
 Vì hình như là anh đã yêu em 
 Trước khi mà anh biết em tên gì 
 Vậy thì, em cho anh hỏi em nhà ở đâu? 
 Đôi mắt là cửa sổ tâm hồn 
 Thì cho anh lẻn leo vào được không? 
 Anh không muốn cưa em đổ 
 Vì nhìn em ngã thấy thương quá đi 
 Em nói “Anh chó quá à” 
 Và anh nói “Em xương quá đi” 
 Tôi...từ lâu đã thích anh rồi 
 Chỉ mong hai ta thành đôi 
 Anh nhà ở đâu thế? 
 Cứ tới lui trong tim tôi 
 Chẳng nhớ đường về à 
 Cứ khiến cho tôi 
 Ngày đêm phải khóc rồi cười 
 Vì nhớ một người 
 Khiến trái tim tôi lâu nay 
 Tương tư về anh đấy 
 Chỉ muốn anh có thể... 
 Nghe được hết tâm tư này 
 Nhưng lại sợ anh từ chối 
 Muốn nói rồi lại thôi 
 Nên anh và tôi vẫn thế 
 Ấp úng mấy câu thương nhau 
 Nhưng không nói gì 
 Nên anh và tôi vẫn thế 
 Vẫn chẳng thể đi bên nhau 
 Cùng chung lối về 
 Thật buồn ghê 
 Nên anh và tôi vẫn thế 
 Hey anh nhà ở đâu thế?"
9312,Am Ap,Vy Oanh,,,
9313,An Han (Remix),Diệp Lâm Anh,,"Việt Nam, V-Pop","Đêm 
 Về trên con phố 
 Có anh và anh 
 Nhìn dòng người đang 
 Bước đi thật nhanh 
 Làm cho anh 
 Nhớ đến em nhiều hơn 
 Nhớ đến những gì 
 Mà ta đã có 
 Em 
 Giờ đang hạnh phúc 
 Ở bên cạnh ai 
 Mà người nào hay 
 Mỗi đêm ở đây 
 Ngồi nơi con phố 
 Vắng anh chờ ai 
 Chờ đợi em đó 
 Dù biết đã lầm 
 Anh vẫn không ân hận 
 Và nếu chọn lại 
 Anh vẫn xin chọn em 
 Lòng anh vẫn mong 
 Một ngày mai nắng ấm 
 Rồi em sẽ biết 
 Người yêu em là anh 
 Chờ đến cả đời 
 Anh vẫn không ân hận 
 Vì biết được rằng 
 Chỉ ở bên cạnh em 
 Thì anh mới yêu 
 Thật lòng không gian dối 
 Về với anh đi 
 Người ơi 
 Quay về quay về 
 Cho lòng anh 
 Thôi cô đơn 
 Cho màn đêm 
 Thôi hoang vu 
 Khi nhớ đến em 
 Bao ngày qua 
 Quay về quay về 
 Trong vòng tay 
 Anh được yêu 
 Cho màn đêm 
 Thôi cô liêu 
 Vì trong lòng 
 Biết anh còn yêu 
 Anh vẫn còn 
 Yêu em thật nhiều 
 Đêm 
 Về trên con phố 
 Có anh và anh 
 Nhìn dòng người đang 
 Bước đi thật nhanh 
 Làm cho anh 
 Nhớ đến em nhiều hơn 
 Nhớ đến những gì 
 Mà ta đã có 
 Em 
 Giờ đang hạnh phúc 
 Ở bên cạnh ai 
 Mà người nào hay 
 Mỗi đêm ở đây 
 Ngồi nơi con phố 
 Vắng anh chờ ai 
 Chờ đợi em đó 
 Dù biết đã lầm 
 Anh vẫn không ân hận 
 Và nếu chọn lại 
 Anh vẫn xin chọn em 
 Lòng anh vẫn mong 
 Một ngày mai nắng ấm 
 Rồi em sẽ biết 
 Người yêu em là anh 
 Chờ đến cả đời 
 Anh vẫn không ân hận 
 Vì biết được rằng 
 Chỉ ở bên cạnh em 
 Thì anh mới yêu 
 Thật lòng không gian dối 
 Về với anh đi 
 Người ơi 
 Dù biết đã lầm 
 Anh vẫn không ân hận 
 Và nếu chọn lại 
 Anh vẫn xin chọn em 
 Lòng anh vẫn mong 
 Một ngày mai nắng ấm 
 Rồi em sẽ biết 
 Người yêu em là anh 
 Chờ đến cả đời 
 Anh vẫn không ân hận 
 Vì biết được rằng 
 Chỉ ở bên cạnh em 
 Thì anh mới yêu 
 Thật lòng không gian dối 
 Về với anh đi 
 Người ơi 
 Thì anh mới yêu 
 Thật lòng không gian dối 
 Về với anh đi 
 Người ơi"
9314,An Han,Đoàn Việt Phương,,,
9315,An Tinh Kho Phai Remix,Trương Khải Minh,,,
9316,And I Love Her,Mai Thanh Sơn,,"Hòa Tấu, Guitar",
9317,Angels,Robbiewilliams,,"Âu Mỹ, Pop","Won't call me by name, only Baby"", 'The more that you give the less that I need 
 Everyone says I look happy 
 When it feels right', ""I know that you're wrong for me"", 'Gonna wish we never met 
 On the day I leave 
 I brought you down to your knees', ""'cause they say that misery loves company"", ""It's not your fault I ruin everything"", ""And it's not your fault"", ""I can't be what you need"", 'Baby, angels like you', ""Can't fly down here with me"", ""I'm everything they said I would be"", 'La la la', ""I'm everything they said I would be"", ""I'll put you down slow, love you, goodbye"", 'Before you let go, just one more time', ""Take off your clothes, pretend that it's fine"", ""A little more hurt won't kill you"", ""Tonight mother says, you don't look happy"", 'Close your eyes', ""I know that you're wrong for me"", 'Gonna wish we never met 
 On the day I leave 
 I brought you down to your knees', ""'cause they say that misery loves company"", ""It's not your fault I ruin everything"", ""And it's not your fault"", ""I can't be what you need"", 'Baby 
 Angels like you', ""Can't fly down here with me"", ""I'm everything they said I would be"", 'Oh, ah, ah', ""I know that you're wrong for me"", 'Gonna wish we never met 
 On the day I leave 
 I brought you down to your knees', ""'cause they say that misery loves company"", ""It's not your fault I ruin everything"", ""And it's not your fault"", ""I can't be what you need"", 'Baby 
 Angels like you', ""Can't fly down here with me"", 'Angels like you', ""Can't fly down hell with me"
9318,Anh Biet,Mai Tiến Dũng,,"Việt Nam, Rap Việt","Buồn vì mấy mối tình 
 Những lần đối phương 
 Không dám công khai 
 Không còn thấy hứng thú 
 Với dòng tin nhắn lời lẽ bóng bẩy 
 Và sau những lần cả hai chia tay 
 Cảm giác như em chết đi sống lại 
 Đó là ngày trước 
 Còn bây giờ em luôn cẩn thận 
 Nói không có thời gian yêu đương 
 Nhưng với bản thân thì nói chẳng bận 
 Học cách bảo vệ con tim 
 Không để quá khứ nó tái diễn lại 
 Vì em biết, điều ước không có 
 Nên đành đối diện với cái hiện tại 
 Sau những lần tình yêu tan vỡ 
 Họ làm cho em thay đổi cách nhìn 
 Và nếu người đó không tốt 
 Thì em cũng đã không tự trách mình 
 Nếu lời hứa, là phải thực hiện 
 Thì ai sẽ là những người thất tín 
 Phía gia đình, và cả bạn bè 
 Đôi khi dẫn đến trạng thái thất tình 
 Em luôn giữ một cái đầu lạnh 
 Để công việc có thể chỉnh đốn 
 Đối mặt với những tiêu cực 
 Nay em đối diện không ý định trốn 
 Ngoài kia vẫn còn dư luận 
 Em không phản bác về mấy tin đồn 
 Người đàn ông ở lại lâu nhất 
 Thì cũng chỉ sau vài tháng đính hôn 
 Và nếu người đó thật lòng yêu em 
 Chắc chắn họ không rời 
 Em đã không còn nhỏ 
 Chỉ biết đổ lỗi do ông trời 
 Em hiểu những thứ tốt đẹp 
 Không phải cứ chờ và mong đợi 
 Còn nói về những người đàn ông tệ 
 Em luôn nhớ rõ ở trong đời 
 Anh biết em đã trải qua khá nhiều 
 Ở từng cung bậc cảm xúc 
 Người ta ngoài kia chỉ gánh một phần 
 Còn em phải nhân hàng chục 
 Em không để trận đường của mình 
 Cho mấy áp lực hàng phục 
 Đáng trách là trách một điều 
 Em chưa từng hỏi han Phúc 
 Em đã học được cách ứng biến 
 Sau những lần bước ngoặt 
 Làm chủ được con tim 
 Kể cả giọt nước mắt 
 Lời nói nay thẳng thắn 
 Không như trước nể nang 
 Còn đối với tình yêu 
 Em không còn tin dễ dàng 
 Vì em không muốn bị 
 Mấy cơn đau trừng phạt 
 Ngày nay em buồn 
 Không còn tổn thương thân xác 
 Thời gian chứng minh 
 Đã làm cho em cứng cáp 
 Cứ xem như đây là lời hỏi thăm 
 Đến người con gái chững chạc 
 Và nếu người đó thật lòng yêu em 
 Chắc chắn họ không rời 
 Em đã không còn nhỏ 
 Chỉ biết đổ lỗi do ông trời 
 Em hiểu những thứ tốt đẹp 
 Không phải cứ chờ và mong đợi 
 Còn nói về những người đàn ông tệ 
 Em luôn nhớ rõ ở trong đời"
9319,Anh Khong Can Biet,Khánh Đăng,,Việt Nam,"Anh nghe con tim 
 Con tim ấm nồng. 
 Tình yêu xua tan 
 Xua tan gía băng. 
 Anh nghe bao nhiêu 
 Bao nhiêu ngỡ ngàng ? 
 Tình đến xoá những ngăn cách thời gian. 
 Vì anh biết lời hứa mỏng manh. 
 Người đâu biết riêng em tình anh. 
 Và anh sẽ không nói lời yêu . 
 Người nào hay trong lòng anh ? 
 Anh không cần biết. 
 Em đi em đến nơi đâu 
 Ngày xanh không cần biết . 
 Mai sau em có phôi pha 
 Tình anh không cần biết . 
 Vì rằng tình yêu nói chi 
 Ngày mai hay là trong quá khứ. 
 Anh không cần biết . 
 Con tim em trót trao ai 
 Ngày xưa không cần biết . 
 Bao nhiêu thương nhớ 
 Ngóng trông chiều mưa vì anh bíêt. 
 Trọn đời này anh sẽ yêu người thôi. 
 Yêu người thôi. 
 Anh nghe con tim 
 Con tim ấm nồng. 
 Tình yêu xua tan 
 Xua tan gía băng. 
 Anh nghe bao nhiêu 
 Bao nhiêu ngỡ ngàng ? 
 Tình đến xoá những ngăn cách thời gian. 
 Vì anh biết lời hứa mỏng manh. 
 Người đâu biết riêng em tình anh. 
 Và anh sẽ không nói lời yêu . 
 Người nào hay trong lòng anh ? 
 Anh không cần biết. 
 Em đi em đến nơi đâu 
 Ngày xanh không cần biết . 
 Mai sau em có phôi pha 
 Tình anh không cần biết . 
 Vì rằng tình yêu nói chi 
 Ngày mai hay là trong quá khứ. 
 Anh không cần biết. 
 Con tim em trót trao ai 
 Ngày xưa không cần biết . 
 Bao nhiêu thương nhớ 
 Ngóng trông chiều mưa vì anh bíêt. 
 Trọn đời này anh sẽ yêu người thôi. 
 Yêu người thôi. 
 Anh không cần biết . 
 Em đi em đến nơi đâu 
 Ngày xanh không cần biết . 
 Mai sau em có phôi pha 
 Tình anh không cần biết . 
 Vì rằng tình yêu nói chi 
 Ngày mai hay là trong quá khứ. 
 Anh không cần biết 
 Con tim em trót trao ai 
 Ngày xưa không cần biết . 
 Bao nhiêu thương nhớ 
 Ngóng trông chiều mưa vì anh bíêt. 
 Trọn đời này anh sẽ mãi yêu người thôi. 
 Yêu người thôi"
9320,Cứ Chill Thôi,Chillies ft Suni Hạ Linh & Rhymastic,,"Việt Nam, V-Pop","Thả mộng mơ bay khắp thế gian 
 Đến những nơi xa xôi yên bình 
 Mơ cho mình mơ cho gia đình 
 Những giấc mơ lung linh riêng mình 
 Này một hai ba bốn ước mơ 
 Có ước mơ sẽ luôn để dành 
 Thả mộng mơ bay khắp thế gian 
 Đến những nơi xa xôi yên bình 
 Mơ cho mình mơ cho gia đình 
 Những giấc mơ lung linh riêng mình 
 Này một hai ba bốn ước mơ 
 Có ước mơ sẽ luôn để dành 
 Wake up wake up 
 Bình minh đang đến 
 Wake up your life 
 Nào cùng chìm đắm 
 với những ước mơ 
 Wake up wake up 
 Chạy theo ánh sáng 
 Nào cùng nhau 
 Wake up wake up 
 Wake up wake up 
 Dream dream dream 
 Gian nan ta bước đi vững vàng 
 Dream dream dream 
 Đôi khi ta quên mất ước mơ 
 Dream dream dream 
 Ngại chi ta mơ giấc mơ đời mình 
 Wake up wake up 
 Wake up wake up your dream 
 Mẹ ơi con có giấc mơ nhỏ 
 Không phải quà hay đồ chơi thật to 
 Ba ơi ba có nghe con ngõ 
 Con muốn làm nhà thơ 
 liệu ba có cho 
 Không có giấc mơ nào là nhỏ 
 Tại sao ta không dám mơ to 
 Trên đời chẳng có gì là khó 
 Mơ đi đừng lo 
 ta sẽ đạt được nó 
 Wake up wake up 
 Bình minh đang đến 
 Wake up your life 
 Nào cùng chìm đắm 
 với những ước mơ 
 Wake up wake up 
 Chạy theo ánh sáng 
 Nào cùng nhau 
 Wake up wake up 
 Wake up wake up 
 Dream dream dream 
 Gian nan ta bước đi vững vàng 
 Dream dream dream 
 Đôi khi ta quên mất ước mơ 
 Dream dream dream 
 Ngại chi ta mơ giấc mơ đời mình 
 Wake up wake up 
 Wake up wake up your dream 
 Oh wake up wake up 
 Wake up dream 
 Này một hai ba bốn ước mơ 
 Có ước mơ sẽ luôn để dành"
9321,It Nhung Dai Lau,Yan Nguyễn,,,
9322,Một Con Vịt,Nhạc Thiếu Nhi,,"Việt Nam, Nhạc Thiếu Nhi","Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Vịt Kêu 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Một con vịt xòe ra hai cái cánh 
 Nó kêu rằng các các các, cạc cạc cạc 
 Gặp hồ nước nó bì bà bì bõm 
 Lúc lên bờ vẫy cái cánh cho khô 
 Lúc lên bờ vẫy cái cánh cho khô"
9323,Từng Yêu,Đan Trường,,"Việt Nam, V-Pop","Có đớn đau nào buồn hơn 
 Ngày mình xa nhau 
 Có đôi mắt nào buồn hơn 
 Bờ mi em tuôn sầu 
 Có đắng cay nào bằng em 
 Vội vàng qua mau 
 Người đàn ông đang đi bên em 
 Là người như thế nào 
 Sợ người ta không yêu thương em 
 Anh biết phải làm sao 
 Nếu một ngày người em yêu bội bạc 
 Em đừng cần những thứ cao sang 
 Nếu sau này họ ra đi vội vàng 
 Anh vẫn chờ em dẫu muộn màng 
 Biết em thương người ấy đã rất nhiều 
 Anh hỏi lòng anh có bao nhiêu 
 Trái tim em giờ đã quen nuông chiều 
 Xin đừng quên ta đã từng yêu 
 Có kí ức nào đẹp hơn 
 Ngày đôi ta bắt đầu 
 Có đớn đau nào buồn hơn 
 Ngày mình xa nhau 
 Có đôi mắt nào buồn hơn 
 Bờ mi em tuôn sầu 
 Có đắng cay nào bằng em 
 Vội vàng qua mau 
 Người đàn ông đang đi bên em 
 Là người như thế nào 
 Sợ người ta không yêu thương em 
 Anh biết phải làm sao 
 Nếu một ngày người em yêu bội bạc 
 Em đừng cần những thứ cao sang 
 Nếu sau này họ ra đi vội vàng 
 Anh vẫn chờ em dẫu muộn màng 
 Biết em thương người ấy đã rất nhiều 
 Anh hỏi lòng anh có bao nhiêu 
 Trái tim em giờ đã quen nuông chiều 
 Xin đừng quên ta đã từng yêu 
 Nếu một ngày người em yêu bội bạc 
 Em đừng cần những thứ cao sang 
 Nếu sau này họ ra đi vội vàng 
 Anh vẫn chờ em dẫu muộn màng 
 Biết em thương người ấy đã rất nhiều 
 Anh hỏi lòng anh có bao nhiêu 
 Trái tim em giờ đã quen nuông chiều 
 Xin đừng quên ta đã từng yêu"
9324,Anh Cho Em Mùa Xuân (Tân Cổ),Mỹ Châu & Vũ Linh,,"Việt Nam, Nhạc Trữ Tình","Chiều đông nào nhung nhớ 
 Đường lao xao lá đầy 
 Chân bước mòn hè phố 
 Mắt buồn vin ngọn cây 
 Anh cho em mùa xuân 
 Mùa xuân này tất cả 
 Lộc non vừa trẩy lá 
 Lời thơ thương cõi đời 
 Bầy chim lùa vạt nắng 
 Trong khói chiều chơi vơi 
 Đất mẹ đầy cỏ lúa 
 Đồng xanh xa mấy mùa 
 Ngoài đê diều căng gió 
 Thoảng câu hò đôi lứa 
 Trong xóm vang chuông chùa 
 Trăng sáng soi liếp dừa 
 Con sông dài mấy nhánh 
 Cát trắng bờ quê xưa 
 Anh cho em mùa xuân 
 Trẻ nô đùa khắp trời 
 Niềm yêu đời phơi phới 
 Bàn tay thơm sữa ngọt 
 Dãy đất hiền chim hót 
 Mái nhà xinh kề nhau 
 Anh cho em mùa xuân 
 Đường hoa vào phố nhỏ 
 Nhạc chan hòa đây đó 
 Tình yêu non nước này 
 Bài thơ còn xao xuyến 
 Rung nắng vàng ban mai 
 Anh cho em mùa xuân 
 Nụ hoa vàng mới nở 
 Chiều đông nào nhung nhớ 
 Đường lao xao lá đầy 
 Chân bước mòn hè phố 
 Mắt buồn vin ngọn cây 
 Anh cho em mùa xuân 
 Mùa xuân này tất cả 
 Lộc non vừa trẩy lá 
 Lời thơ thương cõi đời 
 Bầy chim lùa vạt nắng 
 Trong khói chiều chơi vơi 
 Đất mẹ đầy cỏ lúa 
 Đồng xanh xa mấy mùa 
 Ngoài đê diều căng gió 
 Thoảng câu hò đôi lứa 
 Trong xóm vang chuông chùa 
 Trăng sáng soi liếp dừa 
 Con sông dài mấy nhánh 
 Cát trắng bờ quê xưa 
 Anh cho em mùa xuân 
 Trẻ nô đùa khắp trời 
 Niềm yêu đời phơi phới 
 Bàn tay thơm sữa ngọt 
 Dãy đất hiền chim hót 
 Mái nhà xinh kề nhau 
 Anh cho em mùa xuân 
 Đường hoa vào phố nhỏ 
 Nhạc chan hòa đây đó 
 Tình yêu non nước này 
 Bài thơ còn xao xuyến 
 Rung nắng vàng ban mai 
 Anh cho em mùa xuân 
 Nhạc thơ tràn muôn lối"
