id,title,singer
127200,Xin Tra Lai Thoi Gian,Cẩm Ly
127201,Xin Tra Lai Thoi Gian,"Tuấn Vũ, Hương Lan"
127202,Xin Tra No Nguoi,Mạnh Quỳnh
127203,XIN TRẢ LẠI CHO EM,"Hồng Quyên, Khưu Huy Vũ"
127204,XIN TRẢ TÔI VỀ,Vũ Linh
127205,Xin Vay Tay Chao,CHẾ LINH
127206,Xin Vay Tay Chao,Thế Sơn
127207,Xuan Que Ta,"Như Quỳnh, Tâm Đoan"
127208,Xuan Ve,Tâm Đoan
127209,Xuan Yeu Thuong (Remix),Hồ Quang Hiếu
127210,Xuan Yeu Thuong Remix,Đàm Vĩnh Hưng
127211,XUÂN KHÔNG MÀU,Miu Lê
127213,XUÂN YÊU THƯƠNG (REMIX),Ưng Hoàng Phúc
127214,YEU MAI NGAN NAM,Dương Đình Trí & Ngọc Liên
127215,Yeu Mai Yeu,Duong Trieu Vu & Bao Thy
127216,YEU MINH MINH YEU AI,Ân Thiên Vỹ & Châu Khánh Hà
127217,YEU MOT LAN MOT LAN THOI,Lưu Gia Bảo
127218,Yeu Mot Minh,CHẾ LINH
127219,Yeu Mot Minh,Hà Thanh Xuân
127220,Yeu Mot Minh,"Tuấn Vũ, Hương Lan"
127221,Yeu Mot Nguo Vo Tam,Bảo Anh
127222,YEU MOT NGUOI CO LE (REMIX),"Lou Hoàng, Miu Lê, Nguyễn Phúc Thiện, Only C"
127223,YEU MOT NGUOI DUY NHAT,Vương Bảo Nam
127224,Yeu Nguoi Chung Vach,Mạnh Quỳnh
127225,Yeu Nguoi Nhu The Do,Hương Lan
127226,Yeu Nguoi Nhu The Do,Quang Lê
127227,Yeu Nguoi Nhu The Do,"Tuấn Vũ, Hương Lan"
127228,Yeu Thuong Mong Manh,Minh Tuyet & Bằng Kiều
127229,BIẾT NÓI GÌ ĐÂY,Họa Mi
127230,Biết Tìm Đâu,Jack Việt Nam
127231,Biển tình,Hoàng Thục Linh & Quốc Khanh
127232,BIỂN ĐẢO VIỆT NAM,Danh Hiếu
127235,HOA CAI MAI TOC (NHAC SONG),Nhạc Sống
127236,HOA CAI MAI TOC (REMIX),Long Nhật
127237,Hoa Cai Mai Toc Remix,Khưu Huy Vũ
127238,HOA CAI MAI TOC REMIX,Long Nhật
127239,HOA CAI MAI TOC REMIX,Lưu Chí Vỹ
127240,Hoa Cau Vuon Trau,Tường Nguyễn & Hoàng Lan
127241,Lanh Lung,Christiane Lê
127242,Lanh Lung,Tuấn Vũ
127243,Lanh Tron Dem Mua,Hoài Nam
127244,Lanh Tron Dem Mua,Lâm Gia Minh
127245,Lanh Tron Dem Mua,Minh Tuyết
127246,Lanh Tron Dem Mua,Trường Vũ
127247,Lanh Tron Dem Mua,Tuấn Vũ
127249,Lam Quen,"Chế Thanh, Thạch Thảo"
127250,Lam Sao Ma Quen Duoc,Kiều Nga
127251,Lang Nghe Thoi Gian,Mai Tiến Dũng
127252,Lau Dai Tinh Ai,Anh Chương
127253,Le Bong,Trang Thanh Lan
127254,Let the world know that I love you,Liuzhe & He Jingxuan
127255,LK Phan Ngheo & Chuyen Tinh Ngheo,Hương Thủy & Mạnh Quỳnh
127256,LK Phuong Buon,Như Quỳnh & Mạnh Quỳnh
127257,Lk Phuong Hoang,"Mai Thanh Sơn, Nguyễn Khang, Quốc Khanh, Đoàn Phi"
127258,LK Phuong Hong,Như Quỳnh & Mạnh Quỳnh
127259,LK Phut Ban Dau & Trai tim lam lo,Quang Dũng
127260,Lk Phut Dau Tien,May Nhip Cau Tre
127261,LK Que Huong,"Hoai Nam,Huong Lan,Phi Nhung"
127262,lK Que Ngheo & Me,Hoang Nhung & Huong Giang & Huong Lan
127263,Lk Quoc Hung,"Tú Quyên, Quỳnh Vy, Lam Anh"
127264,LK SA MẠC & ĐỜI ĐÁ VÀNG,Thiên Kim & Y Phương
127265,Ly Chieu Chieu,Thanh Tuyền
127266,Ly Con Cua Remix,Lương Gia Huy
127267,Ly Dat Giong,Mạnh Quỳnh & Phi Nhung
127268,Ly Dia Phai Voi,Chi Tai-My Linh
127269,Ly Do Anh Dat Ra,Sơn Ca
127270,Ly Gai Hu,Hoài Linh
127271,Ly Muoi Thuong,Cẩm Ly
127272,Ly Muoi Thuong,Tam Ca Áo Trắng
127273,Ly Ngua O,"Đàm Vĩnh Hưng, Lam Trường"
127274,Ly Ngua O,Minh Thuận
127275,Ly Ngua O,Phương Thanh
127276,Ly Ngua Tinh Thien,Chế Thiện & Ngọc Vũ
127277,Ly Ngua Tinh Thieng,"Hoài Nam, Yến Vy"
127278,Muoi Ngon Tay Tinh Yeu,Như Quỳnh
127279,MUOI THUONG,Nam
127280,Muon,Khắc Anh
127281,Muon,Uyên Linh
127282,Muon Lam Lai Nguoi Tot,Trương Đình Phong
127283,Muon Mang Khi Em Ra Di,Band
127284,Muon Mang Remix,Minh Tuyết
127285,Muon Mang(il Est Deja Trop Tard),Lê Toàn
127286,MUON MANG,Dương Triệu Vũ
127287,Muon Mang,Hoàng Châu
127288,Neu Co Em,Lê Tâm
127289,NEU CO MOT DIEU UOC,Băng Tình
127290,Neu Co Nguoi Yeu Toi,Vân Quang Long
127291,Neu Con Mai Sau,Ngọc Anh
127292,NEU CU NHU VAY,Jang Phan
127293,Neu Dieu Do Xay Ra,Bằng Kiều
127294,Neu Dieu Do Xay Ra,Đan Huy
127295,Neu Dieu Do Xay Ra,Diễm Liên
127296,Neu Dieu Do Xay Ra,Thế Sơn
127297,Neu Do La Tinh Yeu,Khánh Ngọc
127298,Neu Doi Khong Co Anh,Hạ Vy
127299,Neu Doi Khong Co Anh,Mai Thiên Vân
127300,Neu Doi Khong Co Anh,Thanh Tuyền
127301,Ngay Hanh Phuc,Anh Khoa-Phương Hồng Quế
127302,Ngay Hanh Phuc,Dương Bửu Trung & Vivian Ngọc Yến
127303,Ngay Hanh Phuc,Hoàng Thùy Linh
127304,Ngay Hanh Phuc,Tốp Ca
127305,Ngay Hom Qua,The Men
127306,Ngay Hom Qua La The,Quang Dũng
127307,Ngay Khong Em,Ưng Hoàng Phúc
127308,NGAY LÚC NÀY,Trúc Nhân & Trương Thảo Nhi
127309,NGAY MAI ANH DI,Duy Mạnh & Hiền Thục
127310,Ngay Mai Chuyen Da Khac,Dũng Hà
127311,NGAY MAI CHUYEN DA KHAC,Hakoota Dũng Hà
127312,Nguoc Chieu Yeu Thuong,Vũ Duy Khánh
127313,Nguoc Thoi Gian,Bảo Nam
127314,NGUOI ANH DA YEU,Ưng Hoàng Phúc
127316,Nguoi Anh Yeu,Châu Khải Phong
127317,Nguoi Ay (Remix),Đoàn Cảnh & Linh Hee
127318,NGUOI AY CHI YEU TAM,Dương Nhất Linh
127319,Nguoi Ay Remix,Trịnh Thăng Bình
127320,Ngai Ngung,Angela Phương Trinh
127321,Ngai Ngung,Dương Bửu Trung
127322,Ngai Ngung,Hương Tràm
127323,Ngai Ngung,Ngọc Sơn
127324,Ngai Ngung,Quang Lê
127325,Nho,Sơn Tuyền
127326,Nho,Trịnh Nam Sơn
127327,Nho,Vpop
127328,Noi Buon Hoa Phuong,Ngọc Hồ
127329,Noi Buon Hoa Phuong,Phi Nhung
127330,Noi Buon Hoa Phuong,"Triệu Minh, Trường Vũ"
127331,Noi Buon Khong Ten,Hồng Ngọc
127332,Noi Buon Me Toi,Phuong My Chi & Thuy Duong
127333,Noi Buon Me Toi,Lyna Thùy Linh
127334,Noi Buon Rieng Em,Ngô Mai Trang
127335,Noi Buon Vo Vong,Lâm Thái Uyên
127336,Noi Buon,Diễm Liên
127337,Noi Buon,Khánh Hà
127338,Noi Con Tim Mo Coi,Ưng Hoàng Phúc
127339,Noi Con Tim Yen Binh,Jp Girls
127340,Noi Cuoi Chan Troi,Uyên Linh
127341,OK Em Ve Di,Thiên Trường & Địa Hải
127342,OM NHAU LAN CUOI,Will (365)
127343,On Em,Hoàng Nam & La Sương Sương
127344,Sao Em No Danh Quen,Huỳnh Nguyễn Công Bằng
127345,Sao Em No Voi Lay Chong,Duy Khánh
127346,Sao Em No Voi Lay Chong,Hợp Ca
127347,Sao Em Van Yeu,Thu Thuỷ
127348,Sao Em Vo Tinh,Mạnh Quỳnh
127349,Sao Khong Den Ben Em,Khánh Hà
127350,Sao Khong Nhin Em Au Yem,Đoàn Thuỳ Trang
127351,SAO KHÔNG TIN LỜI ANH (REMIX),Quách Tuấn Du
127352,Sao Lai Nhan Nham May Anh,Ngủ Long Công Chúa
127353,Sao Long Con Thuong,Mạnh Quỳnh
127354,Sao No Danh Phu Nhau,Trường Vũ
127355,Sao Phai La Anh Eemix,Khang Vệt
127357,The Chainsmokers,Sick Boy
127358,THE COLORS OF VIET NAM,Uyên Linh
127360,THE GIOI AO TINH YEU THAT,Minh Vương M4U & Trịnh Đình Quang
127363,THÀ ANH NÓI MỘT LỜI,Hoàng Châu
127365,THÀ ĐỪNG QUEN NHAU,Khả Tú
127367,THÁI NGUYÊN QUÊ TÔI,Việt Hoàn
127368,THÊM MỘT LẦN THỨ THA,Bảo Ngọc
127369,THÌ THẦM MÙA XUÂN,Lâm Chu Min
127370,TIEN ANH TRONG MUA,Hoàng Lê Vi
127371,TIEN BIET,Hồ Quang 8
127372,Tien Biet,Tuấn Vũ
127373,Tien Dua,Phi Nhung
127374,Tien Dua,Ý Lan
127375,TIEN LEN VIET NAM OI,Sơn Tùng MTP
127376,TIEN REMIX,Lương Gia Huy
127377,Tieng Ca Do Ve Dau,Trường Vũ
127378,TIENG CHAN DAI,AC&M
127379,VAN MAI MONG CHO,Bích Phương
127380,Van Mai Trong Tim,Ưng Đại Vệ & Lil Knight
127381,Van Mong Em Quay Ve,Lâm Chấn Huy
127382,Van Mua Roi,Lý Hải
127383,Van Vuong Mot Nu Hong,Cẩm Ly
127384,Van Yeu Tung Giay Phut (Dance),Cao Thái Sơn
127385,Van Yeu Tung Phut Giay,Cao Thái Sơn & Hương Tràm
127386,16 MẮT NAI,Jimmi Jc Nguyễn
127387,18 Vao Doi,Thanh Thảo
127388,20 NĂM BẾN LẠ,Thanh Hà
127389,22,Taylor Swift
127390,24 Gio 7 Ngay,Hồ Ngọc Hà
127391,3 NGỌN NẾN LUNG LINH,GIA ĐÌNH PHƯƠNG THẢO & NGỌC LỄ
127392,40 Nam Roi Sao,Ngọc Anh
127393,0,Huyền Thoại
127394,1 2 3 Chia Doi Loi Ve,Sơn Ca
127395,1 2 3 NGOI SAO,Sỹ Luân
127396,10 NĂM YÊU EM,Bruce Đoàn
127397,10 NĂM YÊU EM,Diễm Liên & Vũ Khanh
127398,12 Gio,Hà Anh Tuấn
127399,In The Dart,Tia Hải Châu
127403,Love You In Silence,Thu Minh
127404,Là Một Thằng Con Trai,Jack
127407,Trúc Xinh,Minh Vương và Việt
127409,Chờ Anh Em Nhé,Châu Khải Phong
127410,Cố Giang Tình,Phát Hồ x JokeS Bii và DinhLong
127411,Cứ Ngỡ Là Anh,Hương Ly
127413,Cứ Ngỡ Là Em Remix,Đinh Tùng Huy
127414,Do For Love,Amee B Ray
127415,"Em Không Sai, Chúng Ta Sai",Erik
127416,Exs Hate Me,B Ray
127418,Đừng Lo Anh Đợi Mà,Mr A
127421,Kẻ Cắp Gặp Bà Gìa,Hoàng Thùy Linh
127429,Anh Còn Ở Đó Không,Trương Quỳnh Anh
127431,Bad Romance,LadyGaga
127432,Bánh mỳ không,Đạt G và Du Uyên
127433,Chuyến Tàu Hoàng Hôn,Như Ý
127435,Cung Đàn Có Anh Remix,Saka Trương Tuyền
127437,Dĩ Vãng Phai Màu,Du Thiên và Khang Việt
127438,Dừng Lai Day Thoi Remix,Hoa Vinh
127440,Hơn Cả Yêu Tone Nữ,Đức Phúc
127442,Just The Way You Are,Bruno Mars
127443,Mất Bao Lâu Remix,Khang Vệt
127444,Mất Bao Lâu Tone Nữ,Khang Vệt
127445,Mất Bao Lâu,Khang Vệt
127446,Mặc Kệ Người Ta Nói (NEW VERSION),Du Thiên
127447,Một Là Anh Hai Là Ai Tone nữ,Minh Châu
127449,Nhịp Bước Tình Yêu,Quốc Khanh
127450,Nắm,Hương Ly và Minh Vương
127453,Phụ Tình Tone Nữ,Trịnh Đình Quang
127456,Sợ Rằng Em Biết Anh Còn Yêu,Juun Đăng Dũng
127457,Điều Cha Chưa Nói,Khôi Vinh
127458,Đã Quên Nhau Rồi,Henry Chúc
127459,Cần Gì Hơn,Tiên Tiên và JustaTee
127460,Em Bỏ Hút Thuốc Chưa,Bích Phương
127463,Khóc Cùng Em Remix,Mr A
127465,Không Thể Cùng Nhau Suốt Kiếp,Hòa Minzy và Mr Siro
127466,Mới Mẻ Nào Cũng Ngọt Ngào,Thanh Hà và Mr Siro
127468,Ăn Sáng Nha,Erik và Suni Hạ Linh
127470,Anh Đứng Đây Từ Chiều,Huy Vạc và 5Mon
127471,Cung Đàn Vỡ Đôi Piano,Chi Pu
127473,Dừng Thương,Darkaa
127474,Em Bỏ Tôi Rồi,YuniBoo x Goctoi Mixer
127476,Nhịp Bước Tình Yêu,Quốc Khanh
127477,Nói Em Nghe Về Cô Ấy,Hằng BingBoong và Khói
127478,Thích Thì Đến Remix (DJ Trang Chubby),Lê Bảo Bình
127480,Đi Trong Hương Tràm,Hồ Quang 8 và Anh Thơ
127482,Anh Thanh Niên Remix,HuyR
127487,Dân Biển Mà,Huỳnh James và Pjnboys
127488,Huynh Đệ Ơi,Lâm Hùng
127490,Muốn Nói Với Em,TTeam
127495,Có Chắc Yêu Là Đây,Sơn Tùng MTP
127499,Aline,Bruce Đoàn
127500,All About The Bass,Meghan Trainor
127501,All By Myself,Eric Carmen
127502,All I Ask Of You,Lynda Trang Đài
127503,All Of Me,John Legend
127504,All Or Nothing,Cher
127505,All That She Wants,Lynda Trang Đài
127506,All Was Lost,Evan & Jacqueline Thùy Trâm
127507,All You Had To Do Was Stay,Taylor Swift
127508,Alone Again & Naturally,Gilbert Osullivan
127509,Alright,Nam Du
127510,Always Be My Baby,Mariah Carey
127511,Amor,Tuấn Ngọc
127512,And I Love You So,Perry Como
127513,Ang May Vo Tinh Remix,Lương Gia Hùng
127514,Angel,Javier Colon
127515,Angel,Shaggy
127517,Anh Cứ Đi Đi,Thái Tuyết Trâm
127518,Anh Là Chú Rể,Khánh Đơn
127520,Anh Sai Rồi,Sơn Tùng MTP
127521,Anh Sáu Về Quê (Tân Cổ),Thanh Ngân & Vũ Luân
127522,Anh Đang Ở Đâu Đấy Anh Tone Nam,Huong Giang Idol
127523,Anh Đang Ở Đâu Đấy Anh,Thế Phương VBK
127524,Ao Moi Ca Mau (Remix),Long Nhật
127525,Ao Moi Ca Mau,Khang Lê
127526,Ao Moi Ca Mau,Thanh Ngân
127528,Ba Tháng Tạ Từ,Trường Vũ
127529,Chuyen Hoa Sim,Như Quỳnh
127531,Chuyện Hoa Sim,Đan Nguyên
127534,Chờ Đông,Trịnh Nam Phương và Triệu Trang
127540,Anh Chẳng Sao Mà Remix,Khang Vệt
127541,Anh Không Sai Chúng Ta Sai,Thảo Phạm
127542,Anh Đánh Rơi Người Yêu Này,Andiez ft AMEE
127543,Bạn Tình Ơi,YuniBoo và Goctoi Mixer
127544,Còn Nhớ Không Em Remix,Châu Ngọc Hiếu
127547,Có Khi Nào Rời Xa Remix,Dương Edward
127548,Cô Thắm Không Về Remix,Phát Hồ Dinh Long
127549,Cố Giang Tình,Nhi Nhi
127550,Cứ Ngỡ,NB3 Hoài Bảo và Hoàng Ly
127554,Gửi Anh Người Bạn Đời,Vy Oanh và Hồ Trung Dũng
127556,Hương Tình Muộn,Hoàng Hải
127558,Không Thể Cùng Nhau Suốt Kiếp Tone Nam,Hòa Minzy
127565,Mất Em Thật Rồi Remix,Đình Phong DZ
127567,Nước Cờ Em Chọn,Ưng Hoàng Phúc
127569,Ta Đi Tìm Em,Đàm Vĩnh Hưng
127580,Đẹp Lòng Người Thương,Lê Sang và Dương Hồng Loan
127581,"Để Cho Em Khóc, Anh Thì Không",Minh Tuyết
127584,Đời Là Thế Thôi,Phú Lê
127585,Đợi Anh Đi Rồi Khóc,Vĩnh Thiên Kim
127587,Đừng Gọi Tên Nhau Nữa Remix,Khang Vệt
127589,Đừng Nói Remix,Đình Dũng
127592,24h,LyLy Magazine
127593,Ai Đợi Mình Mãi Được Tone Nữ,Thanh Hưng Idol
127594,Ai Đợi Mình Mãi Được,Thanh Hưng Idol
127600,Bạc Phận Piano,Jack
127602,Happy,태연(Tae Yeon)
127607,Lửng Lơ,"Masew, B Ray và RedT Y Tien"
127608,MORE & MORE,Twince
127610,Mãi Chỉ Là Niềm Đau,Duy Nguyễn và Phùng Ngọc Huy
127611,Một Đêm Say X,Thịnh Suy
127612,Mỹ nhân,Vĩnh Thiên Kim
127615,Ngày Vui Qua Mau,Đức Tân
127616,Người Hãy Quên Em Di,Mỹ Tâm
127619,Nơi Mình Dừng Chân,Mỹ Tâm
127621,Sau Này Hãy Gặp Lại Nhau Khi Hoa Nở,Nguyên Hà
127625,Thay Tôi Yêu Cô Ấy,Hương Ly
127629,Tất Cả Tại Anh,Karik và Emma
127630,Tận Cùng Chỉ Là Lời Hứa Remix,Vĩnh Thiên Kim
127631,Tặng Anh Cho Cô Ấy Tone nam,Huong Giang Idol
127632,Tặng Anh Cho Cô Ấy,Huong Giang Idol
127633,Từ Đó,Phan Mạnh Quỳnh
127635,You Are My Crush,Quân A
127636,Yêu Một Người Tổn Thương Tone Nữ,Nhật Phong
127640,Đừng Hỏi Em,Jack Việt Nam
127641,Đừng Hỏi Em,Mỹ Tâm
127642,Ao Moi Ca Mau,Duong Dinh Tri - Nam Cuong
127643,Ao Moi Ca Mau (Tan Co),Mai Thien Van - Phi Nhung
127646,Always(Sun Generation OST),Yoon Mi-rae
127647,Anh Chang Sao Ma,Khang Vệt
127648,Anh Hieu Em Ma,Hoàng Châu
127653,Bac Phan,Jack ft K-ICM
127655,Bay theo ngan ha,Hồ Ngọc Hà
127656,Ben Em La Anh,Nguyên Hà
127660,Buon Cua Anh Piano,K-ICM x Dat G x Masew
127661,Buon Cua Anh Remix,K-ICM & Dat G
127663,Buon Vi Ta Mat Nhau,Trương Ngôn
127670,Cao Oc 20,B-ray ft Dat G
127671,Cau Mong Em Hanh Phuc,Lâm Hùng
127672,Chac Co Le,Thùy Chi
127674,chi co toi mong,Wendy Thảo
127675,Chia Tay Vi Qua Hieu,Vũ Duy Khánh
127677,Chill,Crush (Feat.Sik-K)
127678,Choi Voi,Nguyễn Thành An
127679,Chung Ta La Mot Nha,Võ Ê Vo
127680,Chuyen Tinh Chang FA,Phùng Ngọc Huy
127681,Co Ay Se Khong Yeu Anh Nhu Em,Thu Minh
127682,Co Chang Chi La Giac Mo,Hari Won
127685,Con Tuoi Nao Cho Em,Miu Lê
127686,Cuoc Song Em On Khong,Anh Tú
127687,Cuoi Ra Nuoc Mat,Lâm Hùng
127688,Đám Cưới Đầu Xuân,Thái Châu & Yến Khoa
127691,Dung Tim Anh Nua,K-ICM & Q-ICM
127692,Đừng Yêu Ai Đậm Sâu,Quang Vinh & Híu
127694,Em Da Tung,K-ICM T-ICM
127695,Em Gì Ơi remix,Jack K-ICM
127698,Giau Nuoc Mat,Lý Tuấn Kiệt
127702,Gui,Reddy
127703,Hai Thang Ban Gia,Lâm Hùng
127704,Hay Quen Anh,Thiên Quang
127708,Hay Xem Nhu Ta Chua Tung,Giang Hồng Ngọc
127712,Hong Nhan Remix,Jack ft K-ICM
127715,Khoc Trong Mua,La Phong Lâm
127716,Khong Bao Gio Ngan Cach,Hồ Quang 8 & Thao Van
127717,Khong Bao Gio Quen Anh,Lưu Ánh Loan
127718,Khong Duyen Phan,Hoàng Châu
127719,Không Giữ Dược Em,Ali Hoàng Dương
127720,La La,"jeongse-un(Jeong, Sewoon)"
127722,Lam Sao Anh Quen,Nhật Tinh Anh
127723,LiLy,"Alan Walker, K-391&Emelie Hollow"
127725,Loi Cau Hon,Lưu Quang Minh
127726,Loi Sau Cuoi,Hà Anh
127728,Mai Mai La Cua Nhau,Bùi Anh Tuấn
127731,mim cuoi cho qua,Lương Bích Hữu
127733,Moi Nguoi Mot Qua Khu,Lâm Hùng
127735,Mua Mua O Lai,Ân Nhi
127736,Mua Oi,Walley Nguyễn
127738,Ngàn Năm Tình Vẫn Đẹp,Lưu Ánh Loan
127740,Nghe Lam Nails,Mai Quốc Huy
127741,Ngung Day Vo Nhau,Tường Quân
127742,Nguoc Loi,Phạm Trưởng
127743,Nguoi Am Phu,Mai Quang Nam
127744,Nguoi Anh Em,Châu Khải Phong
127745,Nguoi Cu Con Yeu,Lê Anh Khôi
127746,Nguoi Cu Sao Quen,Vương Anh Tú
127747,Nguoi Dung Khac Ho,Cao Vũ
127748,Nguoi Khac,Phan Mạnh Quỳnh
127749,Nguoi Phan Boi,Trương Y Du
127750,Nguoi Thu Ba,Thanh Thảo
127751,Nguoi Tung Thuong,Chu Bin
127752,Nguoi yeu co ay,Châu Khải Phong
127754,Nhin Vao Mua,Trung Quân Idol
127755,Noi Em Nghe Mai Mai La Bao Xa,Thủy Tiên
127758,Roi Bo,Hòa Minzy
127759,Roi Nguoi Thuong Cung Hoa Nguoi Dung,Hiền Hồ
127760,Ru Nua Vang Trang,Lưu Ánh Loan
127763,Sao Em Vo Tinh,Jack x K-ICM ft Liam
127764,Sao Em Vo Tinh (Piano),Jack x K-ICM ft Liam
127766,Song Gia,Lâm Hùng
127767,Song Gio,Jack x K-ICM
127769,Ta va Nang,Den JGKiD
127770,Tấm Anh Không Hồn,Phương Anh
127773,Tan Cung Noi Nho,Will (365)
127774,Tang Me,Vy Oanh
127775,Tap Lam Mua,Nguyễn Ngọc Tường Vy
127778,Them,Trung Quân Idol
127779,Thi Em Van The,Tóc Tiên
127781,Thuong Em Thương Lắm,Chi Dan & Bảo Kun
127783,Tinh La Day Oan,Đan Kim
127787,To Tinh,K-ICM ft Jang Nguyen
127793,Trót,Yok Tùng
127796,Tu hom nay,Chi Pu
127797,Tuong Tu,Cao Bá Hưng
127799,Van Khong The Quen Em,An Nam
127800,Van Mong Em Quay Ve,Lâm Vũ
127801,Ve Que An Tet,Jun Phạm
127802,Vi Anh Chua Tung Thay,Vo Kieu Van
127803,Vi Anh Ta,Tường Quân
127804,Vi Em Co Chap,Lương Bích Hữu
127805,Vi Vua Ngu Ngoc,Cao Tùng Anh
127808,Vong Nhan Cuoi,Quang Lập
127811,Xin Tra Lai Thoi Gian,Khánh Bình
127813,Yeu Hay Thuong Hai,Cao Thái Sơn
127814,Yeu Nham Nguoi,Khắc Việt
127816,Nguoi Anh Em,HKT
127817,Thon Thuc,Nipe
127818,Tinh Ca Tri An,Lưu Ánh Loan
127998,Ai Cho Ai,FloD ft M
128000,Anh Thanh Niên,Thảo Phạm
128002,Anh Đa Khóc Vì Em,Đinh Tùng Huy
128003,Bước Chân Phiêu Bạt,Đạt Võ
128004,Bạn Tình Ơi,Thảo Phạm
128007,Cha,Quách Beem
128011,Chút Kỷ Niệm Buồn,Lương Gia Huy và Saka Trương Tuyền
128012,Chỉ Khi Anh Một Mình,Vũ Duy Khánh và Đạt G
128015,Có Yêu Đâu Mà Chia Tay,Âu Nam Thái và Hồ Việt Trung
128018,Khi Không,Lưu Ánh Loan
128019,Liên Khúc Dìu Người Tôi Yêu,"Bằng Kiều, Quang Lê và Đan Nguyên"
128020,Liên Khúc Yêu Mình & Đổi Thay,Thiên Quang và Quỳnh Trang
128021,LK Dìu Người Tôi Yêu,Đan Nguyên Quang Lê và Bằng Kiều
128022,Lãnh Cung,Như Ý ft Như Loan
128029,Oanh (Chuyen Tinh Cua Toi),Ưng Hoàng Phúc
128031,Phi Trường Phút Ly Biệt,Lâm Hùng
128032,Pháo Hồng Tiễn,Khánh Duy
128034,Phú Thọ Một Khúc Ca Xanh,Trọng Tấn
128041,Quyết Định Vậy Đi,Lâm Chấn Khang
128047,The Lazy Song,Bruno Mars
128049,Tinh Đẹp Mấy Cũng Tàn Remix,Việt
128051,Trúc Xinh,Thảo Phạm
128053,Trọn Nghĩa Phu Thê,Quang Lê và Tố My
128055,Tình Lãng Quên,Cát Tiên
128056,Tình Mãi Theo Ta,Nhóm GMC
128057,Tình Mãi Theo Ta,Nhóm GMC
128060,Tình xót xa thôi,Mỹ Tâm
128061,Tình Yêu Đầu Tiên,Cát Trắng
128064,Tình Đẹp Mấy Cũng Tàn Tone Nữ,Việt
128065,Tình Đẹp Mấy Cũng Tàn,Việt
128068,Túy Họa,KICM và XESI
128070,Tấm Ảnh Ngày Xưa,Lê Toàn
128071,Từng Cho Nhau Tone Nam,Hà Nhi
128073,Từng Yêu,Quang Hà
128074,Uớc Mơ Của Mẹ,Văn Mai Hương
128075,Vì Em Quá Cô Đơn,Lou Hoàng
128077,Vậy Cũng Vui Tone Nam,Mỹ Tâm
128078,Vậy Cũng Vui,Mỹ Tâm
128079,WINHOME,Khắc Trung
128080,"Ôi, Chưa Kịp Nói Với Nhau Một Lời",Tú Quyên
128082,Đêm Tâm Sự,Diễm Thùy
128084,Đường Tình Đôi Ngã,Lưu Chí Vỹ và Dương Hồng Loan
128085,Đường Tím Bằng Lăng,Lê Hải Anh và Bảo Ngọc
128087,Ở trọ,Mỹ Tâm & Quang Minh
128088,KARAOKE  Người Hãy Quên Em Đi,Mỹ Tâm
128089,KARAOKE Ai Là Người Thương Em,Quân A
128090,KARAOKE Anh Ơi Ở Lại,Chi Pu
128091,KARAOKE Bước Qua Đời Nhau,Lê Bảo Bình
128092,KARAOKE Bạc Phận,Jack x KICM
128093,KARAOKE Chuyện Như Chưa Bắt Đầu,Mỹ Tâm
128094,KARAOKE Cánh Hồng Phai,Trấn Thành
128095,KARAOKE Cơn Mưa Tình Yêu,Hà Anh Tuấn & Phương Linh
128096,KARAOKE Em gì ơi,Jack
128097,"KARAOKE Em Không Sai, Chúng Ta Sai",Erik
128098,KARAOKE Hoa Nở Không Màu,Hoài Lâm
128100,KARAOKE Hết Thương Cạn Nhớ,Đức Phúc
128101,KARAOKE Khó Vẽ Nụ Cười,"Đạt G, Du Uyên"
128102,KARAOKE Một Cú Lừa,Bích Phương
128103,KARAOKE Một Đêm Say,Thịnh Suy
128104,KARAOKE Như Những Phút Ban Đầu,Hoài Lâm
128105,KARAOKE Sai Lầm Của Anh,Đình Dũng
128106,KARAOKE Sóng Gió,Jack x KICM
128108,KARAOKE Từng Yêu,Phan Duy Anh
128109,KARAOKE Đừng Như Thói Quen,JayKii & Sara Luu
128110,0 Gio 2 Phút,Lý Tuấn Kiệt
128113,1 2 3 4 Lên,Vũ Quốc Nhật
128115,1 2 3 Chia Đôi Lối Về,Quang Hà
128116,1 2 3 Ứơc,Yuki Huy Nam
128117,1 Lần,Trọng Hiếu
128120,100 Minh Dung,Quang Hà
128123,2 Năm Tình Lận Đận,Mỹ Huyền & Thái Châu
128124,2+1=0,Kiwi Ngô Mai Trang & Nguyễn Phi Hùng & Quang Vinh
128125,20 40,Tú Quyên
128126,20 Mùa Nắng Lạ,Khánh Ly
128128,20 Năm Tình Cũ,La Sương Sương
128130,20 Năm Tình Đẹp Mùa Chôm Chôm,Thanh Thu
128131,20 Năm Tình Đẹp Mùa Chôm Chôm,Trường Vũ
128133,3 Little Words,Nu Flavor
128134,3 Đi,K ICM T ICM ft Kelsey Zickky
128135,4h55 (Remix),Lynda Trang Đài
128136,5 Phút Nữa Thôi (Remix),Yuki Huy Nam
128137,5 Phút Nữa Thôi,Yuki Huy Nam
128138,5PM Người Thành Phố,Liêu Anh Tuấn
128141,90 Triệu Trái Tim Là Một,Nhiều Ca Sỹ
128142,999 Doa Hoa,Thanh Hà
128143,999 Đóa Hồng,Anh Tú
128144,999 Đóa Hồng,Huy Vũ
128146,999 Đóa Hồng,Kenny Thái
