,title,singer,id,Genre,Lyric
12034,Vụ Án Mã Ngưu (Trích Đoạn),NS Ngân Linh & NSƯT Phượng Hằng,135380.0,,
12035,Vụ Án Mã Ngưu (Trích đoạn),Đăng Anh,135381.0,,
12036,With(스물다섯스물하나OST),"김태리,남주혁,보나(우주소녀),최현욱,이주명",135383.0,,
12037,Without You,"GDRAGON, ROSÉ",135384.0,"Hàn Quốc, Pop/Pop Ballad","Love is painful 
 All the love is painful 
 Babocheoreom banbok 
 That\x92s what I always do 
 But pain is beautiful', ""It\x92's same as you"", 'Huimangeun silmangeuro 
 Somangeun jeolmangeuro 
 Sarangi gipeojilsurok 
 Apeumeun deephae deo 
 Ibeonen dareul georan chak 
 Gak hogeun gidae 
 Gyeolguk 
 Myeot nyeoni jinasseulkka 
 Yeongwoniran geon eopda 
 Gyeolguk 
 Inyeoni anin geolkka 
 Dasi honjaga doeda 
 Gyeou 
 Gyeou 
 Gyeou 
 Jinjja sarangeul chajeun 
 Jul aldaga 
 Gyeolguk 
 Tto gyeolguk 
 Ireoke kkeutnabeorinda 
 Nae maeumeun cheo 
 Eumbuteo geudaeroinde 
 Sangcheoro gadeu 
 Khae ijen geudaero inhae 
 Jeomjeom byeonhaega 
 Chagaun ne moksorie nado 
 Sigeogago 
 Meoreojineun 
 Uri sai doedolligien 
 Amu gamjeong 
 Eobsi seororeul maemdolgien 
 Hime gyeowo na 
 Ibyeoreul seonmul 
 Hago doraseo', ""I'\x92m fallin\x92 without you"", 'Gyeolguk 
 Nuguui jalmosilkka 
 Sarangiran geon eopda 
 Gyeolguk 
 Ibyeori jineun geolkka 
 Jichyeo na jami deulda 
 Gyeou 
 Gyeou 
 Gyeou 
 Yeogikkajiga maji 
 Maginji urin 
 Gyeolguk 
 Tto gyeolguk 
 Tto dasi nami doena 
 Nae maeumeun cheo 
 Eumbuteo geudaeroinde 
 Sangcheoro gadeu 
 Khae ijen geudaero inhae 
 Jeomjeom byeonhaega 
 Chagaun ne moksorie nado 
 Sigeogago 
 Meoreojineun 
 Uri sai doedolligien 
 Amu gamjeong 
 Eobsi seororeul maemdolgien 
 Hime gyeowo na 
 Ibyeoreul seonmul 
 Hago doraseo', ""I'\x92m fallin\x92 without you"", 'Yeah', ""I'm fallin\x92 without you"", 'Hey 
 Oh', ""Let'\x92s go"", 'Cheoeumeneun mollatgetji 
 Geunyeoui bin jariga johatgetji 
 Haru iteul more 
 Jina bonaen dwieseoya 
 Biroso geunyeoga gomapgetji 
 Mollatgetji ne jasine daehae 
 Neo eobsi jal sal su itdadeon 
 Geu hwaksine daehae 
 Oneulgwa dareun 
 Naeil beolsseo 1, 2nyeon 
 I siryeonmankeum 
 Neureonaneun miryeon 
 Sigani jinamyeon dallajigil 
 Gidohae 
 For you my baby 
 Nae maeumeun cheo 
 Eumbuteo geudaeroinde 
 Sangcheoro gadeu 
 Khae ijen geudaero inhae 
 Jeomjeom byeonhaega 
 Chagaun ne moksorie nado 
 Sigeogago 
 Meoreojineun 
 Uri sai doedolligien 
 Amu gamjeong 
 Eobsi seororeul maemdolgien 
 Hime gyeowo na 
 Ibyeoreul seonmul 
 Hago doraseo', ""I'\x92m fallin\x92 without you"", ""Yeah I'\x92m fallin\x92 without you"
12038,Xin Yêu Tôi Bằng Cả Tình Người,Ngoc Thao,135385.0,"Việt Nam, Nhạc Trữ Tình","Tình yêu ơi 
 Đến nữa mà chi 
 Tình yêu ơi 
 Đến nữa làm gì 
 Tôi sợ rồi một ngày nào đó 
 Tình đến rồi 
 Tình vụt bay đi chẳng tiếc gì 
 Bỏ lại trong tôi 
 Từng đêm hờn dỗi 
 Bỏ lại trong tôi 
 Nhịp bước bơ vơ 
 Mà tình yêu chợt đến nào ngờ 
 Sợ tình thêm một lần dang dở 
 Nên lòng buồn lòng còn buồn mãi 
 Ðâu dám mơ mơ ước trong đời 
 Thì nhé người nếu đến với tôi 
 Xin yêu tôi xin yêu tôi 
 Bằng cả tình người 
 Nhiều đêm yên 
 Với giấc ngủ mê 
 Chợt trong mơ 
 Sóng gió lại về 
 Xin một ngày 
 Một ngày đẹp mãi 
 Tình đến rồi đừng tựa chiêm bao 
 Rồi vẫy chào 
 Mình đã cho nhau 
 Lời thương lời nhớ 
 Nguyện cầu mai sau 
 Trọn kiếp yêu nhau 
 Mà tình yêu chợt đến nào ngờ 
 Sợ tình thêm một lần dang dở 
 Nên lòng buồn lòng còn buồn mãi 
 Ðâu dám mơ mơ ước trong đời 
 Thì nhé người nếu đến với tôi 
 Xin yêu tôi xin yêu tôi 
 Bằng cả tình người 
 Nhiều đêm yên 
 Với giấc ngủ mê 
 Chợt trong mơ 
 Sóng gió lại về 
 Xin một ngày 
 Một ngày đẹp mãi 
 Tình đến rồi đừng tựa chiêm bao 
 Rồi vẫy chào 
 Mình đã cho nhau 
 Lời thương lời nhớ 
 Nguyện cầu mai sau 
 Trọn kiếp yêu nhau"
12039,Yêu Đơn Phương Là Gì (Lofi Ver),h0n,135386.0,"Việt Nam, V-Pop","Vậy nói ra ta được gì 
 Được thêm một thứ mất đi 
 Mất đi giấc mộng đẹp 
 Hằng đêm ta vẫn cứ mơ 
 Mơ là mơ 
 Đẹp long lanh 
 Nét dịu dàng luôn lấp lánh 
 Tựa nhành hoa 
 Tô mùa xuân cho bức tranh 
 Nụ cười thơ 
 Cũng làm ta lưu luyến nhớ 
 Thật lòng mơ 
 Nhưng mà ta luôn làm ngơ 
 Ngày gặp nhau 
 Gỡ được sao những bối rối 
 Dòng thời gian 
 Vẫn hồn nhiên vẫn cứ trôi 
 Rồi từng đêm 
 Đêm từng đêm vẫn ướt gối 
 Chẳng là chi 
 Nên chỉ đơn phương người thôi 
 Vậy yêu đơn phương là gì 
 Là ngốc chẳng dám nói ra 
 Vậy nói ra ta được gì 
 Được thêm một thứ mất đi 
 Mất đi giấc mộng đẹp 
 Hằng đêm ta vẫn cứ mơ 
 Mơ là mơ 
 Vậy yêu đơn phương là gì 
 Là muốn kế bên một chút thôi 
 Thế cũng đủ rồi 
 Nụ hoa không vương vấn tôi 
 Thôi mong đợi gì 
 Mà ta có tư cách chi 
 Not for me 
 Không đau không sao đâu 
 Nhưng lệ vương còn đọng trên mi 
 Không bên nhau bao lâu 
 Mong về sau người đừng quên đi 
 Không đau không sao đâu 
 Nhưng lệ vương còn đọng trên mi 
 Không bên nhau bao lâu 
 Mong về sau người đừng quên đi 
 Gặp lại nhau 
 Nhưng lòng chẳng còn bối rối 
 Dòng thời gian 
 Vẫn hồn nhiên vẫn cứ trôi 
 Từ bờ môi run bật lên 
 Những nhức nhối 
 Tình đơn phương 
 Nên chỉ mong manh vậy thôi 
 Vậy yêu đơn phương là gì 
 Là ngốc chẳng dám nói ra 
 Vậy nói ra ta được gì 
 Được thêm một thứ mất đi 
 Mất đi giấc mộng đẹp 
 Hằng đêm ta vẫn cứ mơ 
 Mơ là mơ 
 Vậy yêu đơn phương là gì 
 Là muốn kế bên một chút thôi 
 Thế cũng đủ rồi 
 Nụ hoa không vương vấn tôi 
 Thôi mong đợi gì 
 Mà ta có tư cách chi 
 Not for me 
 Vậy yêu đơn phương là gì 
 Yêu đơn phương là gì 
 Yêu đơn phương là gì 
 Yêu đơn phương là gì 
 Làm ơn xin đừng gieo thêm nỗi nhớ 
 Để con tim thôi đợi mong ngừng mơ"
12040,Yêu Đơn Phương Là Gì (Tone Nữ),h0n,135387.0,"Việt Nam, V-Pop","Vậy nói ra ta được gì 
 Được thêm một thứ mất đi 
 Mất đi giấc mộng đẹp 
 Hằng đêm ta vẫn cứ mơ 
 Mơ là mơ 
 Đẹp long lanh 
 Nét dịu dàng luôn lấp lánh 
 Tựa nhành hoa 
 Tô mùa xuân cho bức tranh 
 Nụ cười thơ 
 Cũng làm ta lưu luyến nhớ 
 Thật lòng mơ 
 Nhưng mà ta luôn làm ngơ 
 Ngày gặp nhau 
 Gỡ được sao những bối rối 
 Dòng thời gian 
 Vẫn hồn nhiên vẫn cứ trôi 
 Rồi từng đêm 
 Đêm từng đêm vẫn ướt gối 
 Chẳng là chi 
 Nên chỉ đơn phương người thôi 
 Vậy yêu đơn phương là gì 
 Là ngốc chẳng dám nói ra 
 Vậy nói ra ta được gì 
 Được thêm một thứ mất đi 
 Mất đi giấc mộng đẹp 
 Hằng đêm ta vẫn cứ mơ 
 Mơ là mơ 
 Vậy yêu đơn phương là gì 
 Là muốn kế bên một chút thôi 
 Thế cũng đủ rồi 
 Nụ hoa không vương vấn tôi 
 Thôi mong đợi gì 
 Mà ta có tư cách chi 
 Not for me 
 Không đau không sao đâu 
 Nhưng lệ vương còn đọng trên mi 
 Không bên nhau bao lâu 
 Mong về sau người đừng quên đi 
 Không đau không sao đâu 
 Nhưng lệ vương còn đọng trên mi 
 Không bên nhau bao lâu 
 Mong về sau người đừng quên đi 
 Gặp lại nhau 
 Nhưng lòng chẳng còn bối rối 
 Dòng thời gian 
 Vẫn hồn nhiên vẫn cứ trôi 
 Từ bờ môi run bật lên 
 Những nhức nhối 
 Tình đơn phương 
 Nên chỉ mong manh vậy thôi 
 Vậy yêu đơn phương là gì 
 Là ngốc chẳng dám nói ra 
 Vậy nói ra ta được gì 
 Được thêm một thứ mất đi 
 Mất đi giấc mộng đẹp 
 Hằng đêm ta vẫn cứ mơ 
 Mơ là mơ 
 Vậy yêu đơn phương là gì 
 Là muốn kế bên một chút thôi 
 Thế cũng đủ rồi 
 Nụ hoa không vương vấn tôi 
 Thôi mong đợi gì 
 Mà ta có tư cách chi 
 Not for me 
 Vậy yêu đơn phương là gì 
 Yêu đơn phương là gì 
 Yêu đơn phương là gì 
 Yêu đơn phương là gì 
 Làm ơn xin đừng gieo thêm nỗi nhớ 
 Để con tim thôi đợi mong ngừng mơ"
12041,내머리속의지우개,호미들 & 창모,135392.0,,
12042,내생에아름다운,이예준,135393.0,,
12043,눈이부시도록너를비춰줄게(스물다섯스물하나OST),배기성,135394.0,,
12044,듣고싶을까,MSG워너비(M.O.M),135395.0,,
12045,봉우리,전인권,135396.0,,
12046,"손을잡는다거나, 같이걷는다거나",적재,135397.0,,
12047,열애중,선예,135398.0,,
12048,정리해고,"베이식,조광일",135399.0,,
12049,존재만으로(스물다섯스물하나OST),원슈타인,135400.0,,
12050,366日,HY,135401.0,"Âu Mỹ, Pop",
12051,7538 Me U,Hôn Anh Đi,135402.0,"Trung Quốc, Hoa Ngữ",
12052,A Whole New World,Peabo Bryson & Regina Belle,135403.0,"Âu Mỹ, Pop","Tell me, princess, now when did 
 You last let your heart decide 
 I can open your eyes 
 Take you wonder by wonder 
 Over, sideways and under 
 On a magic carpet ride 
 A whole new world 
 A new fantastic point of view 
 No one to tell us no or where to go', ""Or say we're only dreaming"", 'A whole new world 
 A Dazzling place I never knew', ""But when I'm way up there"", ""It's crystal clear"", ""That now I'm in a whole new world with you"", 'Unbelievable sights 
 Indescribable feeling 
 Soaring, tumbling, freewheeling 
 Through an endless diamond sky 
 A whole new world', ""Don't you dare close your eyes"", 'A hundred thousand things to see 
 Hold your hreath - it gets better', ""I'm like a shooting star I've come so far"", ""I can't go back to where I used to be"", 'A whole new world 
 With new horizons to pursue', ""I'll chase them anywhere"", ""There's time to spare"", 'Let me share this whole new world with you 
 A whole new world 
 A new fantastic point of view 
 No one to tell us no or where to go', ""Or say we're only dreaming"", 'A whole new world 
 (Every turn a surprise) 
 With new horizons to pursue 
 (Every momment red-letter)', ""I'll chase them anywhere"", ""There's time to spare"", 'anywhere', ""There's time to spare"", 'Let me share this whole new world with you 
 A whole new world', ""That's where we'll be"", 'A thrilling chase 
 A wondrous place 
 For you and me"
12053,Ai No Katach,"MISIA, HIDE",135404.0,,
12054,Anata Ga Iru Koto De,Uru,135405.0,,
12055,Anh Em Cây Khế (Remix),Du Thiên,135406.0,"Việt Nam, Dance Việt","Nào thì dẫu sống chết vẫn một lòng 
 Bảo vệ nhau qua cơn bão giông 
 Nào ngờ khi đứng trước lợi và danh 
 Bạn chọn cách buông tay với tôi 
 Chẳng cần nhớ lúc trước có những gì 
 Tôi buồn khi mất một người anh em 
 Hãy sống tình nghĩa 
 Chớ đừng sống hai lòng 
 Coi nhau là anh em 
 Hãy thôi đừng tính toán 
 Biết chở che cho nhau 
 Cùng đi qua khó khăn 
 Anh em cần nhất 
 Là hai chữ chân tình 
 Coi nhau là anh em 
 Đừng lúc vơi lúc đầy 
 Khi vui tìm đến 
 Khi buồn lại quay lưng 
 Đừng sống lỗi để mai sau 
 Gặp lại nhau phải cúi đầu 
 Chẳng ai đoán được 
 Tương lai thế nào đâu 
 Cuộc đời có biết bao nhiêu người giả dối 
 Miệng thì nói anh em với nhau 
 Nào thì dẫu sống chết vẫn một lòng 
 Bảo vệ nhau qua cơn bão giông 
 Nào ngờ khi đứng trước lợi và danh 
 Bạn chọn cách buông tay với tôi 
 Chẳng cần nhớ lúc trước có những gì 
 Tôi buồn khi mất một người anh em 
 Hãy sống tình nghĩa 
 Chớ đừng sống hai lòng 
 Coi nhau là anh em 
 Hãy thôi đừng tính toán 
 Biết chở che cho nhau 
 Cùng đi qua khó khăn 
 Anh em cần nhất 
 Là hai chữ chân tình 
 Coi nhau là anh em 
 Đừng lúc vơi lúc đầy 
 Khi vui tìm đến 
 Khi buồn lại quay lưng 
 Đừng sống lỗi để mai sau 
 Gặp lại nhau phải cúi đầu 
 Chẳng ai đoán được 
 Tương lai thế nào đâu 
 Hãy sống tình nghĩa 
 Chớ đừng sống hai lòng 
 Coi nhau là anh em 
 Hãy thôi đừng tính toán 
 Biết chở che cho nhau 
 Cùng đi qua khó khăn 
 Anh em cần nhất 
 Là hai chữ chân tình 
 Coi nhau là anh em 
 Đừng lúc vơi lúc đầy 
 Khi vui tìm đến 
 Khi buồn lại quay lưng 
 Đừng sống lỗi để mai sau 
 Gặp lại nhau phải cúi đầu 
 Chẳng ai đoán được 
 Tương lai thế nào đâu 
 Chẳng ai đoán được 
 Tương lai thế nào đâu 
 Chẳng ai đoán được 
 Tương lai thế nào đâu"
12056,BIỆT KHÚC CHỜ NHAU,Hà Thanh Xuân,135407.0,"Việt Nam, V-Pop","Xin cho yêu em tháng ngày 
 Đường đời sóng gió anh vẫn chờ 
 Tình mình vẫn mãi mãi không xa rời 
 Đừng vội khóc lúc anh ra đi 
 Mưa bụi bay qua 
 Người nơi chốn xa 
 Có còn thương nhau 
 Còn mong mai sau 
 Người hỡi xin đợi nhé 
 Bên dòng sông nghe mưa rơi 
 Qua lối mòn 
 Nắm tay ta đưa nhau qua tình yêu 
 Đếm sao rơi trong đêm 
 Thương nhớ người 
 Giờ thôi hết ước muốn ân tình đó 
 Với dĩ vãng thôi từ đây 
 Giờ đã xa rời tháng năm 
 Còn đâu ta bên nhau bao ước nguyện 
 Gió đưa mây lang thang trôi về đâu 
 Mãi yêu nhau nơi đây ôm bóng hình 
 Dòng sông hát khúc hát ly biệt đó 
 Biết ko còn nhau 
 Xin nhớ nhau 
 Xin cho yêu em tháng ngày 
 Đường đời sóng gió anh vẫn chờ 
 Tình mình vẫn mãi mãi không xa rời 
 Đừng vội khóc lúc anh ra đi 
 Mưa bụi bay qua 
 Người nơi chốn xa 
 Có còn thương nhau 
 Còn mong mai sau 
 Người hỡi xin đợi nhé 
 Bên dòng sông nghe mưa rơi 
 Qua lối mòn 
 Nắm tay ta đưa nhau qua tình yêu 
 Đếm sao rơi trong đêm 
 Thương nhớ người 
 Giờ thôi hết ước muốn ân tình đó 
 Với dĩ vãng thôi từ đây 
 Giờ đã xa rời tháng năm 
 Còn đâu ta bên nhau bao ước nguyện 
 Gió đưa mây lang thang trôi về đâu 
 Mãi yêu nhau nơi đây ôm bóng hình 
 Dòng sông hát khúc hát ly biệt đó 
 Biết không còn nhau 
 Xin nhớ nhau 
 Giờ đã xa rời tháng năm 
 Còn đâu ta bên nhau bao ước nguyện 
 Gió đưa mây lang thang trôi về đâu 
 Mãi yêu nhau nơi đây ôm bóng hình 
 Dòng sông hát khúc hát ly biệt đó 
 Biết không còn nhau 
 Xin nhớ nhau"
12057,Blinding Lights,The Weeknd,135408.0,"Âu Mỹ, R&B / Soul","Maybe you can show me 
 How to love maybe', ""I'm going through withdrawals"", ""You don't even have to do too much"", 'You can turn me on 
 With just a touch baby 
 I look around and', ""Sin City's cold and empty"", ""No one's around to judge me"", ""I can't see clearly when you're gone"", 'And I said ooh', ""I'm blinded by the lights"", ""No I can't sleep"", 'Until I feel your touch 
 I said ooh', ""I'm drowning in the night"", ""Oh when I'm like this"", ""You're the one I trust"", ""I'm running out of time"", ""'cause I can see"", 'The sun light up the sky 
 So I hit the road 
 In overdrive baby', ""The city's cold and empty"", ""No one's around to judge me"", ""I can't see clearly when you're gone"", 'And I said ooh', ""I'm blinded by the lights"", ""No I can't sleep"", 'Until I feel your touch 
 I said ooh', ""I'm drowning in the night"", ""Oh when I'm like this"", ""You're the one I trust"", ""I'm just walking"", 'By to let you know 
 I could never say 
 It on the phone 
 Will never let you go this time 
 I said ooh', ""I'm blinded by the lights"", ""No I can't sleep"", 'Until I feel your touch 
 I said ooh', ""I'm blinded by the lights"", ""No I can't sleep"", 'Until I feel your touch"
12058,Chandelier,Sia,135411.0,"Âu Mỹ, Pop",
12059,Defying Gravity,Idina Menze,135412.0,"Âu Mỹ, Pop",
12060,End Of The Road,Boyz II Men,135414.0,"Âu Mỹ, Pop",
12061,End Of The World,The Carpenters,135415.0,"Âu Mỹ, Pop","But something don't feel right"", 'Holding it inside', ""And tell me why's it feel"", 'So hard to breathe 
 Like every second counts 
 With you right now 
 And all I want 
 Is just to stay for 
 One drink 
 Stay here together 
 Two years 
 Trapped inside your eyes', ""Please don't say goodbye no no"", ""Don't leave"", 'Just stay here 
 Till I sleep 
 It will be alright', ""Don't tell me it's the end"", 'Of the world tonight 
 The end of the world tonight 
 The end of the world tonight 
 The end of the world tonight 
 The end of the world tonight', ""Don't leave"", 'Just stay here 
 Till I sleep 
 It will be alright', ""Don't tell me it's the end"", 'Of the world tonight', ""Don't tell me it's the end"", 'Of the world tonight 
 Remember the good days 
 Strawberry champagne 
 Weekends at your place 
 We could just escape no no', ""Let's forget the broken parts"", 'Go back to the place 
 Where it feels right 
 When all I need 
 Is you to stay for 
 One drink 
 Stay here together 
 Two years 
 Trapped inside your eyes', ""Please don't say goodbye no no"", ""Don't leave"", 'Just stay here 
 Till I sleep 
 It will be alright', ""Don't tell me it's the end"", 'Of the world tonight 
 The end of the world tonight 
 The end of the world tonight 
 The end of the world tonight 
 The end of the world tonight', ""Don't leave"", 'Just stay here 
 Till I sleep 
 It will be alright', ""Don't tell me it's the end"", 'Of the world tonight', ""Don't tell me it's the end"", 'Of the world tonight', ""Don't tell me it's the end"", 'Of the world tonight', ""Let's see the light"", 'Break through the night 
 Hold on tight 
 And find the words 
 That will take us back in time', ""Don't tell me it's the end"", 'Of the world tonight 
 The end of the world tonight 
 The end of the world tonight 
 The end of the world tonight 
 The end of the world tonight', ""Don't leave"", 'Just stay here 
 Till I sleep 
 It will be alright', ""Don't tell me it's the end"", 'Of the world tonight', ""Don't tell me it's the end"", 'Of the world tonight', ""Don't tell me it's the end"", 'Of the world tonight"
12062,Every Heart,BOA (KOREAN ver),135416.0,,
12063,Every Heart,BoA,135417.0,"Hàn Quốc, Pop/Pop Ballad","Dagaga nugungareul saenggakandamyeon 
 Every Heart sojunghan 
 Maeum gadeuk dameulleonji 
 Gadeuki gadeuki kkeuteomneun 
 Bam bicheul geurimyeo 
 Meon haneul byeorege gido deurijyo 
 Nae gyeote gil ileun 
 Jageun sigan soge 
 Uri moduga sarangeul chajagago isseo 
 Jogeum deo jogeum 
 Deo ganghan nae moseupgwa 
 Oneuldo jeo nopeun 
 Haneul hamkke hagiro hae 
 Naegeseo eotteon 
 Uimi jueojyeonneunji 
 Every Heart kkumsogui 
 Moseup bogil barae 
 Urineun seulpeumiran 
 Mal geu jeopyeone 
 Every Heart haengbogiran 
 Mal chaeumyeo jamdeureo 
 Eonjenga eonjenga sesang 
 Modeun yeonghonui somang 
 Sarangui maeum jinil su itgireul 
 Nae gyeote gil ileun 
 Jageun sigan soge 
 Uriegeseo mueonga 
 Neukkil su itgireul 
 Gakkeumeun nunmul 
 Tto gippeumgwa misoro 
 Oneuldo gyesok nan 
 Naeireul mitgo georeoga 
 Eorin gieok han 
 Gonggane naega moadun 
 Aseurai ganjikan 
 Jogakdeul So Sweet 
 Paran bulkkotgwa 
 Byeoldeuri boin miraen 
 Hangsang nal bichwojugo isseoyo 
 So Shine 
 Nae gyeote gil ileun 
 Jageun sigan soge 
 Uri moduga sarangeul chajagago isseo 
 Jogeum deo jogeum deo 
 Ganghan nae moseupgwa 
 Oneuldo jeo nopeun 
 Haneul hamkke hagiro hae 
 Nae gyeote gil ileun 
 Jageun sigan soge 
 Uriegeseo mueonga 
 Neukkil su itgireul 
 Gakkeumeun nunmul 
 Tto gippeumgwa misoro 
 Oneuldo gyesok nan 
 Naeireul mitgo georeoga"
12064,Every Little Thing,Time Goes By,135418.0,,
12065,First Love,宇多田ヒカル,135419.0,,
12066,Fly As Me,"Bruno Mars, Anderson",135420.0,,
12067,Funny Honey,Chicago,135421.0,"Âu Mỹ, Pop",
12068,GENERATION,호미들,135422.0,,
12069,Good 4 u,Olivia Rodrigo,135423.0,,
12070,HUMBLE,Kendrick Lamar,135424.0,"Âu Mỹ, Rap / Hip Hop","Ayy, I remember syrup 
 Sandwiches and crime allowances 
 Finesse a nigga with some counterfeits', ""But now I’m countin' this"", 'Parmesan where my accountant lives', ""In fact, I'm downin’ this"", ""D'USSÉ with my boo bae"", 'Tastes like Kool-Aid for the analysts', ""Girl, I can buy yo' ass"", 'The world with my paystub 
 Ooh, that pussy good', ""Won't you sit it"", 'On my taste bloods? 
 I get way too petty 
 Once you let me do the extras 
 Pull up on your block 
 Then break it down', ""We playin' Tetris"", 'A.M. to the P.M 
 P.M. to the A.M., funk 
 Piss out your per diem', ""You just gotta hate 'em, funk"", 'If I quit your BM 
 I still ride Mercedes, funk 
 If I quit this season 
 I still be the greatest, funk 
 My left stroke just went viral', ""Right stroke put lil' baby in a spiral"", 'Soprano C, we like to 
 Keep it on a high note', ""It's levels to it, you and I know"", 'Bitch, be humble 
 Sit down 
 Be humble 
 Sit down 
 Be humble 
 Bitch, sit down 
 Be humble 
 Sit down 
 Be humble 
 Sit down 
 Be humble 
 Sit down 
 Be humble 
 Bitch, sit down 
 Be humble 
 Sit down', ""Who dat nigga thinkin' that"", ""He frontin' on Man-Man?"", 'Get the fuck off my stage', ""I'm the Sandman"", 'Get the fuck off my dick', ""That ain't right"", ""I make a play fuckin'"", 'Up your whole life', ""I'm so fuckin' sick"", 'And tired of the Photoshop', ""Show me somethin' natural"", 'Like afro on Richard Pryor', ""Show me somethin' natural"", 'Like ass with some stretch marks 
 Still will take you down right', ""On your mama's couch in Polo socks"", 'This shit way too crazy, ayy 
 You do not amaze me, ayy 
 I blew cool from AC, ayy 
 Obama just paged me, ayy', ""I don't fabricate it, ayy"", ""Most of y'all be fakin', ayy"", ""I stay modest 'bout it, ayy"", 'She elaborate it, ayy 
 This that Grey Poupon 
 That Evian, that TED Talk, ayy 
 Watch my soul speak 
 You let the meds talk, ayy 
 If I kill a nigga', ""It won't be the alcohol, ayy"", ""I'm the realest nigga after all"", 'Bitch, be humble 
 Sit down 
 Be humble 
 Sit down 
 Be humble 
 Bitch, sit down 
 Be humble 
 Sit down 
 Be humble 
 Sit down 
 Be humble 
 Sit down 
 Be humble 
 Bitch, sit down 
 Be humble 
 Sit down"
12071,Hương Tóc Mạ Non (Lofi ver),NB3 Hoài Bảo,135425.0,"V-Pop, Việt Nam",
12072,"I Love U, Oh Thank U",MC Mong,135426.0,"Hàn Quốc, Rap / Hip Hop, Pop/Pop Ballad","I Love you Oh Thank you 
 Eonjena nae mamsogen 
 Naneun niga isseo nan 
 Neukkil su isseo 
 Niga eodie itdeon 
 Naneun gal su isseo 
 Geuraeya himdeun 
 Sarmeul sal su isseo 
 I Love you Oh Thank you 
 Nan sarangeul mollasseo motnasseo 
 Yoksimgwa jamaneul 
 Meomchuljul mollasseo 
 Jallasseo hangsang je 
 Meose naneun sarasseo 
 Sijakgwa kkeuteul al su 
 Eomneun gireul georeosseo 
 Geurae gyeolko neon naege 
 Swipji anheun saramiya 
 Uri jeo nopeun taeyangcheoreom 
 Sikji annneun sarangiya 
 Sumanheun byeoldeuldo 
 Uril chukbokhae juneun bamiya 
 Ijeya naega neoro inhae 
 Byeonhalsu inneun gihoeya 
 Neoro inhae nan sarangeul 
 Algo sarangeul mitgo 
 Neoro inhae nan mideumeul 
 Algo kkumeul kkugo 
 I Love you Oh Thank you 
 Gomawo sarangeul baewosseo 
 I Love you Oh Thank you 
 Neoboda joheungeon 
 Isesange eomneungeol 
 Neoui sarang geuboda 
 Keun seonmureun eobseo 
 Neul gyeote isseojun 
 Geu hanaro chungbunhae 
 I want you so 
 I love you so thank you 
 Ttaeron nae igisime 
 Neoreul gadwoduljido molla 
 Himdeun nari manha 
 Niga manhi uljido molla 
 Naega motna bujokhago 
 Mojara niga gyeondigi 
 Himdeuljido molla 
 Nal tteonalji molla 
 Hajiman nal nochimyeon 
 Gyeolguk huhoehaljido molla 
 Gamhi eotteon nugudo 
 Uri saineun mot galla 
 Urigateun inyeoneun 
 Dasi taeeonado motmanna 
 Neomaneul jikyeojumyeo 
 Sumswige hal su inneun na 
 Geurae gyeolko neon naege 
 Swipji anheun saramiya 
 Urin jeo nopeun taeyangcheoreom 
 Sikji annneun sarangiya 
 Sumanheun byeoldeuldo 
 Uril chukbokhaejuneun bamiya 
 Ijeya naega neoroinhae 
 Byeonhal su inneun gihoeya 
 Oneuldo nuneul gama ni 
 Eolgureul sangsanghago 
 Naeildo nuneul gama uri 
 Miraereul geuryeobogo 
 I Love you Oh Thank you 
 Gomawo sarangeul baewosseo 
 I Love you Oh Thank you gomawo 
 Neoboda joheungeon 
 Isesange eomneungeol 
 Neoui sarang geuboda 
 Keun seonmureun eobseo 
 Neul gyeote isseojun 
 Geu hanaro chungbunhae 
 I want you so 
 I love you so thank you 
 Geomeunmeori pappuri 
 Doel ttaekkaji neol saranghalkke 
 Sesangi banjjogi dwaedo 
 Kkeutkkaji neol jikyeojulkke 
 Seulpeulttaeneun gidae 
 Naneun eokkaega doeeojulkke 
 Apeulttaeneun gidae naneun 
 Neoui yagi doeeojulkke 
 Gomawo nal utgehaejun 
 Neoui misoga 
 Gomawo nal ilkkaewojun 
 Neoui chunggoga 
 Gomawo miraereul 
 Mandeureojun mideumgwa 
 I Love you Oh Thank you 
 Gomawo gomawo 
 Neoege yaksokhae byeonhaji 
 Annneun nareul 
 Nuguboda neoege jal 
 Hal su inneun nal 
 Bujokhae boyeodo 
 Hangsang useojuneun neo 
 I want you so 
 I love you so thank you 
 Geurae gyeolko neon naege 
 Swipji anheun saramiya 
 Urin jeo nopeun taeyangcheoreom 
 Sikji annneun sarangiya 
 Sumanheun byeoldeuldo 
 Uril chukbokhaejuneun bamiya 
 Ijeya naega neoroinhae 
 Byeonhal su inneun gihoeya 
 Geurae gyeolko neon naege 
 Swipji anheun saramiya 
 Urin jeo nopeun taeyangcheoreom 
 Sikji annneun sarangiya 
 Sumanheun byeoldeuldo 
 Uril chukbokhaejuneun bamiya 
 I Love you Oh Thank you 
 Gomawo gomawo 
 I want you I love you 
 Oh thank you 
 My baby my lady my lovely"
12073,If Tomorrow Never Comes,Ronan Keating,135428.0,"Âu Mỹ, Pop",
12074,It Will Rain,Bruno Mars,135429.0,"Âu Mỹ, Pop",
12075,Kanade,Sukima Switch,135431.0,"Nhật Bản, Pop / Ballad",
12076,Kimino Shiranai Monogatari,supercell,135432.0,"Nhật Bản, Nhạc Phim",
